sequence,revcom,phylum,class,order,family,genus,species
GEQJ1S110F74UZ,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F74YT,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F76J0,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F76VU,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F76ZD,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F780K,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S110F788M,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F78PF,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F79UR,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F7B9E,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F7BZO,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F7C2P,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F7CIE,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S110F7D83,True,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F7DV7,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F7E4A,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S110F7EWG,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S110F7G14,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F7ID8,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F7JKD,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F7KMK,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F7KNW,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S110F7L06,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F7LHT,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F7LIR,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F7OQO,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F7Q4R,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S110F7QES,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F7RTA,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F7S9A,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S110F7T2D,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F7TBF,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F7TDR,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F7U99,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S110F7UQP,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F7VGJ,False,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Unclassified,Unclassified
GEQJ1S110F7VHU,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F7WFJ,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F7WIL,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GEQJ1S110F7WKU,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F7YH2,False,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Unclassified,Unclassified
GEQJ1S110F82EL,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S110F82LD,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F858B,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S110F85DW,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F86L9,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S110F873R,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F87FE,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified,Unclassified
GEQJ1S110F87H1,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F880M,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F882P,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S110F8852,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F88BJ,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S110F8A2V,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F8A8M,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8AZ5,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F8C4Q,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8CK3,True,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unclassified
GEQJ1S110F8DF5,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S110F8E47,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8F8M,False,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Unclassified,Unclassified
GEQJ1S110F8FUT,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S110F8G8N,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8HAS,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F8HDX,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8HJJ,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S110F8HK7,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8I16,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Gottschalkia,Unclassified
GEQJ1S110F8KFH,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S110F8LFS,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S110F8LUW,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F8M21,True,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8MR5,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F8MVV,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F8NH3,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8P81,True,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unclassified,Unclassified
GEQJ1S110F8P8G,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unclassified,Unclassified
GEQJ1S110F8PLO,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F8QIP,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S110F8QS4,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GEQJ1S110F8S6J,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S110F8SO9,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8SZ7,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S110F8T5P,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F8UUI,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F8UYP,False,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus_cellulolyticus
GEQJ1S110F8VWI,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F8WLT,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8ZJX,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F8ZUK,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S110F908M,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F91KN,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S110F91R4,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F94FI,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F957R,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S110F95HP,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F95J8,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F960P,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F96JX,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S110F97RT,True,Actinobacteria,Actinobacteria,Corynebacteriales,Unclassified,Unclassified,Unclassified
GEQJ1S110F98HD,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S110F991A,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F99UK,False,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Coprothermobacter,Unclassified
GEQJ1S110F99VK,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S110F99ZD,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F9A8W,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F9BH9,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F9BOL,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F9C1W,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F9CK8,False,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unclassified,Unclassified
GEQJ1S110F9E7X,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F9F17,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F9FLX,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F9FNX,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S110F9FZK,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S110F9H0R,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F9HBU,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S110F9HLN,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S110F9I4L,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F9I77,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S110F9IKE,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F9JF6,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S110F9KYW,False,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_pyruvativorans
GEQJ1S110F9LDT,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F9LG6,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F9MHW,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GEQJ1S110F9N26,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F9N9O,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S110F9NHS,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F9O0N,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S110F9OOX,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F9PAB,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified,Unclassified
GEQJ1S110F9PEY,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F9PFR,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110F9Q5J,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F9Q9Y,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S110F9R6H,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S110F9SPO,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F9SSL,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S110F9SXF,False,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Unclassified,Unclassified
GEQJ1S110F9T06,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S110F9TJB,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S110F9TY0,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S110F9UKH,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110F9UN9,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F9V32,True,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unclassified
GEQJ1S110F9VQ6,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F9X5J,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F9XJH,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110F9XTW,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S110F9XUL,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S110F9Z0R,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110F9Z3B,False,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Unclassified
GEQJ1S110F9Z6Z,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S110F9ZC8,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S110GA06P,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S110GA07N,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S110GA0CL,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S110GA0MF,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110GA2GW,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110GA3WK,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110GA44V,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S110GA54R,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_plurextorum
GEQJ1S110GA5HD,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S110GA5R9,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S110GA5Y3,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110GA6A3,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110GA6MK,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S110GA6RO,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110GA795,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S110GA8B0,True,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unclassified,Unclassified
GEQJ1S110GABA9,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S110GABC6,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110GABUG,True,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unclassified,Unclassified,Unclassified
GEQJ1S110GADOD,False,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unclassified,Unclassified
GEQJ1S110GAEB5,False,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,Myceligenerans_halotolerans
GEQJ1S110GAEDH,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110GAGCY,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S110GAGZA,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S110GAH4R,False,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus_cellulolyticus
GEQJ1S110GAI98,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S110GAJB6,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110GAJTI,True,Actinobacteria,Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S110GAKGG,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S110GAKOS,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S110GAKQS,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
